start_id,start_vertex_type,end_id,end_vertex_type
206158430247,Comment,206158430246,Post
206158430248,Comment,206158430246,Post
206158430249,Comment,206158430246,Post
206158430250,Comment,206158430246,Post
206158430251,Comment,206158430246,Post
206158430252,Comment,206158430246,Post
206158430253,Comment,206158430246,Post
206158430256,Comment,206158430246,Post
206158430259,Comment,206158430246,Post
206158430260,Comment,206158430246,Post
206158430261,Comment,206158430246,Post
206158430262,Comment,206158430246,Post
206158430265,Comment,206158430246,Post
206158430462,Comment,206158430461,Post
206158430463,Comment,206158430461,Post
206158430467,Comment,206158430461,Post
137438953981,Comment,137438953980,Post
137438953982,Comment,137438953980,Post
137438953983,Comment,137438953980,Post
137438953984,Comment,137438953980,Post
137438953986,Comment,137438953980,Post
137438953987,Comment,137438953980,Post
274877907623,Comment,274877907622,Post
274877907624,Comment,274877907622,Post
274877907625,Comment,274877907622,Post
274877907630,Comment,274877907622,Post
343597384589,Comment,343597384588,Post
343597384590,Comment,343597384588,Post
343597384591,Comment,343597384588,Post
343597384593,Comment,343597384588,Post
343597384594,Comment,343597384588,Post
343597384595,Comment,343597384588,Post
343597384596,Comment,343597384588,Post
343597384597,Comment,343597384588,Post
343597384601,Comment,343597384588,Post
343597384602,Comment,343597384588,Post
343597384604,Comment,343597384588,Post
343597384607,Comment,343597384606,Post
343597384608,Comment,343597384606,Post
274877908005,Comment,274877908004,Post
274877908006,Comment,274877908004,Post
274877908007,Comment,274877908004,Post
274877908008,Comment,274877908004,Post
274877908009,Comment,274877908004,Post
274877908011,Comment,274877908004,Post
274877908012,Comment,274877908004,Post
274877908014,Comment,274877908004,Post
343597384753,Comment,343597384752,Post
343597384754,Comment,343597384752,Post
343597384755,Comment,343597384752,Post
343597384758,Comment,343597384752,Post
343597384761,Comment,343597384752,Post
343597384766,Comment,343597384752,Post
343597384767,Comment,343597384752,Post
343597384768,Comment,343597384752,Post
343597384769,Comment,343597384752,Post
68719478302,Comment,68719478301,Post
68719478303,Comment,68719478301,Post
68719478304,Comment,68719478301,Post
68719478305,Comment,68719478301,Post
68719478307,Comment,68719478301,Post
68719478401,Comment,68719478400,Post
68719478404,Comment,68719478400,Post
68719478408,Comment,68719478400,Post
68719478414,Comment,68719478413,Post
68719478415,Comment,68719478413,Post
68719478420,Comment,68719478413,Post
206158431894,Comment,206158431893,Post
206158431895,Comment,206158431893,Post
206158431896,Comment,206158431893,Post
206158431897,Comment,206158431893,Post
206158431898,Comment,206158431893,Post
206158431899,Comment,206158431893,Post
206158431900,Comment,206158431893,Post
206158431901,Comment,206158431893,Post
206158431902,Comment,206158431893,Post
206158431903,Comment,206158431893,Post
206158431904,Comment,206158431893,Post
206158431905,Comment,206158431893,Post
206158431906,Comment,206158431893,Post
206158431909,Comment,206158431893,Post
68719478440,Comment,68719478439,Post
68719478441,Comment,68719478439,Post
68719478443,Comment,68719478442,Post
68719478444,Comment,68719478442,Post
68719478446,Comment,68719478442,Post
68719478453,Comment,68719478442,Post
68719478455,Comment,68719478454,Post
68719478456,Comment,68719478454,Post
68719478457,Comment,68719478454,Post
68719478458,Comment,68719478454,Post
68719478459,Comment,68719478454,Post
68719478460,Comment,68719478454,Post
68719478461,Comment,68719478454,Post
68719478464,Comment,68719478454,Post
68719478838,Comment,68719478837,Post
68719478840,Comment,68719478837,Post
68719478844,Comment,68719478837,Post
68719478846,Comment,68719478837,Post
68719478848,Comment,68719478837,Post
68719478849,Comment,68719478837,Post
68719478851,Comment,68719478837,Post
68719478907,Comment,68719478906,Post
68719478912,Comment,68719478906,Post
68719478913,Comment,68719478906,Post
68719478914,Comment,68719478906,Post
274877909124,Comment,274877909123,Post
274877909125,Comment,274877909123,Post
274877909126,Comment,274877909123,Post
274877909130,Comment,274877909123,Post
274877909131,Comment,274877909123,Post
274877909132,Comment,274877909123,Post
274877909136,Comment,274877909123,Post
274877909140,Comment,274877909139,Post
274877909141,Comment,274877909139,Post
274877909142,Comment,274877909139,Post
274877909143,Comment,274877909139,Post
274877909145,Comment,274877909139,Post
274877909147,Comment,274877909139,Post
343597385885,Comment,343597385884,Post
343597385886,Comment,343597385884,Post
343597385887,Comment,343597385884,Post
343597385888,Comment,343597385884,Post
343597385892,Comment,343597385884,Post
274877909159,Comment,274877909158,Post
274877909160,Comment,274877909158,Post
274877909162,Comment,274877909158,Post
274877909173,Comment,274877909172,Post
274877909174,Comment,274877909172,Post
274877909176,Comment,274877909172,Post
274877909180,Comment,274877909172,Post
274877909181,Comment,274877909172,Post
274877909186,Comment,274877909172,Post
274877909188,Comment,274877909172,Post
274877909190,Comment,274877909189,Post
274877909191,Comment,274877909189,Post
274877909192,Comment,274877909189,Post
274877909193,Comment,274877909189,Post
274877909194,Comment,274877909189,Post
274877909196,Comment,274877909189,Post
